Time,Datapoint
2013-08-28 0:7:46.579999999999984,82.1918
2013-08-28 0:7:47.310000000000002,82.1918
2013-08-28 0:7:48.04000000000002,82.1918
2013-08-28 0:7:48.769999999999982,83.3333
2013-08-28 0:7:49.490000000000009,83.3333
2013-08-28 0:7:50.20999999999998,82.1918
2013-08-28 0:7:50.939999999999998,84.507
2013-08-28 0:7:51.649999999999977,83.3333
2013-08-28 0:7:52.370000000000005,83.3333
2013-08-28 0:7:53.089999999999975,83.3333
2013-08-28 0:7:53.810000000000002,84.507
2013-08-28 0:7:54.519999999999982,83.3333
2013-08-28 0:7:55.240000000000009,85.7143
2013-08-28 0:7:55.939999999999998,84.507
2013-08-28 0:7:56.649999999999977,84.507
2013-08-28 0:7:57.360000000000014,84.507
2013-08-28 0:7:58.069999999999993,85.7143
2013-08-28 0:7:58.769999999999982,83.3333
2013-08-28 0:7:59.490000000000009,84.507
2013-08-28 0:8:0.19999999999998863,84.507
2013-08-28 0:8:0.91000000000002501,83.3333
2013-08-28 0:8:1.6299999999999955,84.507
2013-08-28 0:8:2.339999999999975,84.507
2013-08-28 0:8:3.0500000000000114,84.507
2013-08-28 0:8:3.7599999999999909,84.507
2013-08-28 0:8:4.4700000000000273,84.507
2013-08-28 0:8:5.1800000000000068,84.507
2013-08-28 0:8:5.8899999999999864,82.1918
2013-08-28 0:8:6.6200000000000045,82.1918
2013-08-28 0:8:7.3500000000000227,82.1918
2013-08-28 0:8:8.0799999999999841,83.3333
2013-08-28 0:8:8.8000000000000114,84.507
2013-08-28 0:8:9.5099999999999909,84.507
2013-08-28 0:8:10.220000000000027,85.7143
2013-08-28 0:8:10.920000000000016,85.7143
2013-08-28 0:8:11.620000000000005,84.507
2013-08-28 0:8:12.329999999999984,84.507
2013-08-28 0:8:13.04000000000002,83.3333
2013-08-28 0:8:13.759999999999991,84.507
2013-08-28 0:8:14.470000000000027,84.507
2013-08-28 0:8:15.180000000000007,83.3333
2013-08-28 0:8:15.899999999999977,84.507
2013-08-28 0:8:16.610000000000014,85.7143
2013-08-28 0:8:17.310000000000002,84.507
2013-08-28 0:8:18.019999999999982,84.507
2013-08-28 0:8:18.730000000000018,84.507
2013-08-28 0:8:19.439999999999998,84.507
2013-08-28 0:8:20.149999999999977,84.507
2013-08-28 0:8:20.860000000000014,83.3333
2013-08-28 0:8:21.579999999999984,84.507
2013-08-28 0:8:22.29000000000002,83.3333
2013-08-28 0:8:23.009999999999991,82.1918
2013-08-28 0:8:23.740000000000009,83.3333
2013-08-28 0:8:24.45999999999998,82.1918
2013-08-28 0:8:25.189999999999998,82.1918
2013-08-28 0:8:25.920000000000016,82.1918
2013-08-28 0:8:26.649999999999977,82.1918
2013-08-28 0:8:27.379999999999995,83.3333
2013-08-28 0:8:28.100000000000023,83.3333
2013-08-28 0:8:28.819999999999993,83.3333
2013-08-28 0:8:29.54000000000002,83.3333
2013-08-28 0:8:30.259999999999991,83.3333
2013-08-28 0:8:30.980000000000018,84.507
2013-08-28 0:8:31.689999999999998,83.3333
2013-08-28 0:8:32.409999999999968,83.3333
2013-08-28 0:8:33.129999999999995,83.3333
2013-08-28 0:8:33.850000000000023,83.3333
2013-08-28 0:8:34.57000000000005,83.3333
2013-08-28 0:8:35.289999999999964,82.1918
2013-08-28 0:8:36.019999999999982,82.1918
2013-08-28 0:8:36.75,82.1918
2013-08-28 0:8:37.480000000000018,81.0811
2013-08-28 0:8:38.220000000000027,80
2013-08-28 0:8:38.970000000000027,80
2013-08-28 0:8:39.720000000000027,78.9474
2013-08-28 0:8:40.480000000000018,80
2013-08-28 0:8:45.529999999999973,85.7143
2013-08-28 0:8:46.230000000000018,85.7143
2013-08-28 0:8:49.039999999999964,85.7143
2013-08-28 0:8:51.769999999999982,90.9091
2013-08-28 0:8:52.42999999999995,90.9091
2013-08-28 0:8:53.090000000000032,89.5522
2013-08-28 0:8:53.759999999999991,90.9091
2013-08-28 0:8:54.419999999999959,90.9091
2013-08-28 0:8:55.080000000000041,89.5522
2013-08-28 0:8:55.75,88.2353
2013-08-28 0:8:56.42999999999995,88.2353
2013-08-28 0:9:0.51999999999998181,89.5522
2013-08-28 0:9:1.1900000000000546,88.2353
2013-08-28 0:9:1.8700000000000045,89.5522
2013-08-28 0:9:2.5399999999999636,89.5522
2013-08-28 0:9:3.2100000000000364,88.2353
2013-08-28 0:9:3.8899999999999864,88.2353
2013-08-28 0:9:4.57000000000005,86.9565
2013-08-28 0:9:5.2599999999999909,88.2353
2013-08-28 0:9:5.9400000000000546,86.9565
2013-08-28 0:9:8.67999999999995,88.2353
2013-08-28 0:9:9.3600000000000136,86.9565
2013-08-28 0:9:10.049999999999955,89.5522
2013-08-28 0:9:10.720000000000027,88.2353
2013-08-28 0:9:11.399999999999977,88.2353
2013-08-28 0:9:12.080000000000041,88.2353
2013-08-28 0:9:12.759999999999991,86.9565
2013-08-28 0:9:13.450000000000045,85.7143
2013-08-28 0:9:14.149999999999977,85.7143
2013-08-28 0:9:14.850000000000023,84.507
2013-08-28 0:9:15.559999999999945,82.1918
2013-08-28 0:9:16.289999999999964,83.3333
2013-08-28 0:9:17.009999999999991,89.5522
2013-08-28 0:9:18.470000000000027,81.0811
2013-08-28 0:9:19.210000000000036,80
2013-08-28 0:9:19.960000000000036,81.0811
2013-08-28 0:9:20.700000000000045,82.1918
2013-08-28 0:9:21.42999999999995,81.0811
2013-08-28 0:9:22.169999999999959,81.0811
2013-08-28 0:9:22.909999999999968,81.0811
2013-08-28 0:9:23.649999999999977,81.0811
2013-08-28 0:9:24.389999999999986,81.0811
2013-08-28 0:9:25.129999999999995,81.0811
2013-08-28 0:9:25.870000000000005,82.1918
2013-08-28 0:9:26.600000000000023,81.0811
2013-08-28 0:9:27.340000000000032,82.1918
2013-08-28 0:9:28.07000000000005,80
2013-08-28 0:9:28.82000000000005,81.0811
2013-08-28 0:9:29.559999999999945,81.0811
2013-08-28 0:9:30.299999999999955,81.0811
2013-08-28 0:9:31.039999999999964,81.0811
2013-08-28 0:9:31.779999999999973,80
2013-08-28 0:9:32.529999999999973,81.0811
2013-08-28 0:9:33.269999999999982,80
2013-08-28 0:9:34.019999999999982,81.0811
2013-08-28 0:9:34.759999999999991,80
2013-08-28 0:9:35.509999999999991,78.9474
2013-08-28 0:9:36.269999999999982,80
2013-08-28 0:9:37.019999999999982,78.9474
2013-08-28 0:9:37.779999999999973,78.9474
2013-08-28 0:9:38.539999999999964,78.9474
2013-08-28 0:9:39.299999999999955,77.9221
2013-08-28 0:9:40.07000000000005,78.9474
2013-08-28 0:9:40.830000000000041,78.9474
2013-08-28 0:9:41.590000000000032,78.9474
2013-08-28 0:9:42.350000000000023,80
2013-08-28 0:9:43.100000000000023,78.9474
2013-08-28 0:9:43.860000000000014,77.9221
2013-08-28 0:9:44.629999999999995,77.9221
2013-08-28 0:9:45.399999999999977,78.9474
2013-08-28 0:9:46.159999999999968,78.9474
2013-08-28 0:9:46.919999999999959,78.9474
2013-08-28 0:9:47.67999999999995,78.9474
2013-08-28 0:9:48.440000000000055,78.9474
2013-08-28 0:9:49.200000000000045,78.9474
2013-08-28 0:9:49.960000000000036,80
2013-08-28 0:9:50.710000000000036,80
2013-08-28 0:9:51.460000000000036,80
2013-08-28 0:9:52.210000000000036,82.1918
2013-08-28 0:9:52.940000000000055,82.1918
2013-08-28 0:9:53.669999999999959,83.3333
2013-08-28 0:9:54.389999999999986,83.3333
2013-08-28 0:9:55.110000000000014,85.7143
2013-08-28 0:9:55.809999999999945,85.7143
2013-08-28 0:9:56.509999999999991,84.507
2013-08-28 0:9:57.220000000000027,85.7143
2013-08-28 0:9:57.919999999999959,86.9565
2013-08-28 0:9:58.610000000000014,85.7143
2013-08-28 0:9:59.309999999999945,85.7143
2013-08-28 0:10:0.0099999999999909051,85.7143
2013-08-28 0:10:0.71000000000003638,85.7143
2013-08-28 0:10:1.4099999999999682,84.507
2013-08-28 0:10:2.1200000000000045,83.3333
2013-08-28 0:10:2.8400000000000318,82.1918
2013-08-28 0:10:3.57000000000005,81.0811
2013-08-28 0:10:4.3099999999999454,81.0811
2013-08-28 0:10:5.0499999999999545,81.0811
2013-08-28 0:10:5.7899999999999636,80
2013-08-28 0:10:6.5399999999999636,82.1918
2013-08-28 0:10:7.2699999999999818,82.1918
2013-08-28 0:10:8.0,83.3333
2013-08-28 0:10:8.7200000000000273,84.507
2013-08-28 0:10:9.42999999999995,82.1918
2013-08-28 0:10:10.159999999999968,82.1918
2013-08-28 0:10:10.889999999999986,81.0811
2013-08-28 0:10:11.629999999999995,81.0811
2013-08-28 0:10:12.370000000000005,80
2013-08-28 0:10:13.120000000000005,80
2013-08-28 0:10:13.870000000000005,78.9474
2013-08-28 0:10:14.629999999999995,78.9474
2013-08-28 0:10:15.389999999999986,80
2013-08-28 0:10:16.139999999999986,80
2013-08-28 0:10:16.889999999999986,81.0811
2013-08-28 0:10:17.629999999999995,80
2013-08-28 0:10:18.379999999999995,81.0811
2013-08-28 0:10:19.120000000000005,81.0811
2013-08-28 0:10:19.860000000000014,82.1918
2013-08-28 0:10:20.590000000000032,82.1918
2013-08-28 0:10:21.32000000000005,81.0811
2013-08-28 0:10:22.059999999999945,82.1918
2013-08-28 0:10:22.789999999999964,81.0811
2013-08-28 0:10:23.529999999999973,80
2013-08-28 0:10:24.279999999999973,80
2013-08-28 0:10:25.029999999999973,80
2013-08-28 0:10:25.779999999999973,80
2013-08-28 0:10:26.529999999999973,77.9221
2013-08-28 0:10:27.299999999999955,78.9474
2013-08-28 0:10:28.059999999999945,78.9474
2013-08-28 0:10:28.82000000000005,78.9474
2013-08-28 0:10:29.580000000000041,78.9474
2013-08-28 0:10:30.340000000000032,80
2013-08-28 0:10:31.090000000000032,81.0811
2013-08-28 0:10:31.830000000000041,82.1918
2013-08-28 0:10:32.559999999999945,80
2013-08-28 0:10:33.309999999999945,80
2013-08-28 0:10:34.059999999999945,77.9221
2013-08-28 0:10:34.830000000000041,77.9221
2013-08-28 0:10:35.600000000000023,78.9474
2013-08-28 0:10:36.360000000000014,77.9221
2013-08-28 0:10:37.129999999999995,80
2013-08-28 0:10:37.879999999999995,78.9474
2013-08-28 0:10:38.639999999999986,80
2013-08-28 0:10:39.389999999999986,80
2013-08-28 0:10:40.139999999999986,80
2013-08-28 0:10:40.889999999999986,78.9474
2013-08-28 0:10:41.649999999999977,80
2013-08-28 0:10:42.399999999999977,80
2013-08-28 0:10:43.149999999999977,78.9474
2013-08-28 0:10:43.909999999999968,78.9474
2013-08-28 0:10:44.669999999999959,80
2013-08-28 0:10:45.419999999999959,78.9474
2013-08-28 0:10:46.17999999999995,78.9474
2013-08-28 0:10:46.940000000000055,78.9474
2013-08-28 0:10:47.700000000000045,78.9474
2013-08-28 0:10:48.460000000000036,80
2013-08-28 0:10:49.210000000000036,80
2013-08-28 0:10:49.960000000000036,80
2013-08-28 0:10:50.710000000000036,81.0811
2013-08-28 0:10:51.450000000000045,80
2013-08-28 0:10:52.200000000000045,81.0811
2013-08-28 0:10:52.940000000000055,80
2013-08-28 0:10:53.690000000000055,80
2013-08-28 0:10:54.440000000000055,81.0811
2013-08-28 0:10:55.17999999999995,82.1918
2013-08-28 0:10:55.909999999999968,80
2013-08-28 0:10:56.659999999999968,81.0811
2013-08-28 0:10:57.399999999999977,82.1918
2013-08-28 0:10:58.129999999999995,81.0811
2013-08-28 0:10:58.870000000000005,81.0811
2013-08-28 0:10:59.610000000000014,81.0811
2013-08-28 0:11:0.35000000000002274,81.0811
2013-08-28 0:11:1.0900000000000318,81.0811
2013-08-28 0:11:1.8300000000000409,81.0811
2013-08-28 0:11:2.57000000000005,81.0811
2013-08-28 0:11:3.3099999999999454,81.0811
2013-08-28 0:11:4.0499999999999545,81.0811
2013-08-28 0:11:4.7899999999999636,81.0811
2013-08-28 0:11:5.5299999999999727,81.0811
2013-08-28 0:11:6.2699999999999818,82.1918
2013-08-28 0:11:7.0,81.0811
2013-08-28 0:11:7.7400000000000091,80
2013-08-28 0:11:8.4900000000000091,81.0811
2013-08-28 0:11:9.2300000000000182,82.1918
2013-08-28 0:11:9.9600000000000364,81.0811
2013-08-28 0:11:10.700000000000045,80
2013-08-28 0:11:11.450000000000045,81.0811
2013-08-28 0:11:12.190000000000055,81.0811
2013-08-28 0:11:12.92999999999995,82.1918
2013-08-28 0:11:13.659999999999968,83.3333
2013-08-28 0:11:14.379999999999995,84.507
2013-08-28 0:11:15.090000000000032,84.507
2013-08-28 0:11:15.799999999999955,83.3333
2013-08-28 0:11:16.519999999999982,82.1918
2013-08-28 0:11:17.25,81.0811
2013-08-28 0:11:17.990000000000009,80
2013-08-28 0:11:18.740000000000009,80
2013-08-28 0:11:19.490000000000009,78.9474
2013-08-28 0:11:20.25,78.9474
2013-08-28 0:11:21.009999999999991,78.9474
2013-08-28 0:11:21.769999999999982,78.9474
2013-08-28 0:11:22.529999999999973,80
2013-08-28 0:11:23.279999999999973,78.9474
2013-08-28 0:11:24.039999999999964,78.9474
2013-08-28 0:11:24.799999999999955,77.9221
2013-08-28 0:11:25.57000000000005,76.9231
2013-08-28 0:11:26.350000000000023,75
2013-08-28 0:11:27.149999999999977,72.2892
2013-08-28 0:11:27.980000000000018,68.1818
2013-08-28 0:11:28.860000000000014,67.4157
2013-08-28 0:11:29.75,67.4157
2013-08-28 0:11:30.639999999999986,68.9655
2013-08-28 0:11:31.509999999999991,71.4286
2013-08-28 0:11:32.350000000000023,72.2892
2013-08-28 0:11:33.17999999999995,72.2892
2013-08-28 0:11:34.009999999999991,73.1707
2013-08-28 0:11:34.830000000000041,75
2013-08-28 0:11:35.629999999999995,75
2013-08-28 0:11:36.42999999999995,75.9494
2013-08-28 0:11:37.220000000000027,76.9231
2013-08-28 0:11:38.0,76.9231
2013-08-28 0:11:38.779999999999973,77.9221
2013-08-28 0:11:39.549999999999955,76.9231
2013-08-28 0:11:40.330000000000041,77.9221
2013-08-28 0:11:41.100000000000023,77.9221
2013-08-28 0:11:41.870000000000005,77.9221
2013-08-28 0:11:42.639999999999986,78.9474
2013-08-28 0:11:43.399999999999977,77.9221
2013-08-28 0:11:44.169999999999959,77.9221
2013-08-28 0:11:44.940000000000055,76.9231
2013-08-28 0:11:45.720000000000027,76.9231
2013-08-28 0:11:46.5,76.9231
2013-08-28 0:11:47.279999999999973,75.9494
2013-08-28 0:11:48.07000000000005,74.0741
2013-08-28 0:11:48.879999999999995,75
2013-08-28 0:11:49.67999999999995,75.9494
2013-08-28 0:11:50.470000000000027,76.9231
2013-08-28 0:11:51.25,76.9231
2013-08-28 0:11:52.029999999999973,78.9474
2013-08-28 0:11:52.789999999999964,80
2013-08-28 0:11:53.539999999999964,81.0811
2013-08-28 0:11:54.279999999999973,82.1918
2013-08-28 0:11:55.009999999999991,83.3333
2013-08-28 0:11:55.730000000000018,82.1918
2013-08-28 0:11:56.460000000000036,82.1918
2013-08-28 0:11:57.190000000000055,81.0811
2013-08-28 0:11:57.92999999999995,80
2013-08-28 0:11:58.67999999999995,81.0811
2013-08-28 0:11:59.419999999999959,80
2013-08-28 0:12:0.16999999999995907,81.0811
2013-08-28 0:12:0.90999999999996817,78.9474
2013-08-28 0:12:1.6699999999999591,78.9474
2013-08-28 0:12:2.42999999999995,78.9474
2013-08-28 0:12:3.1900000000000546,78.9474
2013-08-28 0:12:3.9500000000000455,78.9474
2013-08-28 0:12:4.7100000000000364,77.9221
2013-08-28 0:12:5.4800000000000182,77.9221
2013-08-28 0:12:6.25,78.9474
2013-08-28 0:12:7.0099999999999909,80
2013-08-28 0:12:7.7599999999999909,80
2013-08-28 0:12:8.5099999999999909,76.9231
2013-08-28 0:12:9.2899999999999636,77.9221
2013-08-28 0:12:10.059999999999945,77.9221
2013-08-28 0:12:10.830000000000041,78.9474
2013-08-28 0:12:11.590000000000032,81.0811
2013-08-28 0:12:12.330000000000041,81.0811
2013-08-28 0:12:13.07000000000005,81.0811
2013-08-28 0:12:13.809999999999945,80
2013-08-28 0:12:14.559999999999945,80
2013-08-28 0:12:15.309999999999945,81.0811
2013-08-28 0:12:16.049999999999955,82.1918
2013-08-28 0:12:16.779999999999973,82.1918
2013-08-28 0:12:17.509999999999991,83.3333
2013-08-28 0:12:18.230000000000018,83.3333
2013-08-28 0:12:18.950000000000045,78.9474
2013-08-28 0:12:19.710000000000036,81.0811
2013-08-28 0:12:20.450000000000045,81.0811
2013-08-28 0:12:21.190000000000055,82.1918
2013-08-28 0:12:21.919999999999959,82.1918
2013-08-28 0:12:22.649999999999977,82.1918
2013-08-28 0:12:23.379999999999995,83.3333
2013-08-28 0:12:24.100000000000023,83.3333
2013-08-28 0:12:24.82000000000005,83.3333
2013-08-28 0:12:25.539999999999964,83.3333
2013-08-28 0:12:26.259999999999991,83.3333
2013-08-28 0:12:26.980000000000018,83.3333
2013-08-28 0:12:27.700000000000045,84.507
2013-08-28 0:12:28.409999999999968,83.3333
2013-08-28 0:12:29.129999999999995,83.3333
2013-08-28 0:12:29.850000000000023,82.1918
2013-08-28 0:12:30.580000000000041,82.1918
2013-08-28 0:12:31.309999999999945,83.3333
2013-08-28 0:12:32.029999999999973,83.3333
2013-08-28 0:12:32.75,83.3333
2013-08-28 0:12:33.470000000000027,84.507
2013-08-28 0:12:34.17999999999995,85.7143
2013-08-28 0:12:34.879999999999995,86.9565
2013-08-28 0:12:35.57000000000005,86.9565
2013-08-28 0:12:36.259999999999991,86.9565
2013-08-28 0:12:36.950000000000045,85.7143
2013-08-28 0:12:37.649999999999977,85.7143
2013-08-28 0:12:38.350000000000023,85.7143
2013-08-28 0:12:39.049999999999955,84.507
2013-08-28 0:12:39.759999999999991,85.7143
2013-08-28 0:12:40.460000000000036,84.507
2013-08-28 0:12:41.169999999999959,83.3333
2013-08-28 0:12:41.889999999999986,84.507
2013-08-28 0:12:42.600000000000023,84.507
2013-08-28 0:12:43.309999999999945,83.3333
2013-08-28 0:12:44.029999999999973,83.3333
2013-08-28 0:12:44.75,84.507
2013-08-28 0:12:45.460000000000036,84.507
2013-08-28 0:12:46.169999999999959,84.507
2013-08-28 0:12:46.879999999999995,84.507
2013-08-28 0:12:47.590000000000032,85.7143
2013-08-28 0:12:48.289999999999964,84.507
2013-08-28 0:12:49.0,85.7143
2013-08-28 0:12:49.700000000000045,85.7143
2013-08-28 0:12:50.399999999999977,84.507
2013-08-28 0:12:51.110000000000014,86.9565
2013-08-28 0:12:51.799999999999955,85.7143
2013-08-28 0:12:52.5,84.507
2013-08-28 0:12:53.210000000000036,86.9565
2013-08-28 0:12:53.899999999999977,85.7143
2013-08-28 0:12:54.600000000000023,86.9565
2013-08-28 0:12:55.289999999999964,85.7143
2013-08-28 0:12:55.990000000000009,83.3333
2013-08-28 0:12:56.710000000000036,82.1918
2013-08-28 0:12:57.440000000000055,81.0811
2013-08-28 0:12:58.17999999999995,81.0811
2013-08-28 0:12:58.919999999999959,80
2013-08-28 0:12:59.669999999999959,81.0811
2013-08-28 0:13:0.40999999999996817,80
2013-08-28 0:13:1.1599999999999682,81.0811
2013-08-28 0:13:1.8999999999999773,82.1918
2013-08-28 0:13:2.6299999999999955,81.0811
2013-08-28 0:13:3.3700000000000045,81.0811
2013-08-28 0:13:4.1100000000000136,81.0811
2013-08-28 0:13:4.8500000000000227,82.1918
2013-08-28 0:13:5.5800000000000409,82.1918
2013-08-28 0:13:6.3099999999999454,83.3333
2013-08-28 0:13:7.0299999999999727,84.507
2013-08-28 0:13:7.7400000000000091,85.7143
2013-08-28 0:13:8.4400000000000546,89.5522
2013-08-28 0:13:9.1100000000000136,84.507
2013-08-28 0:13:9.82000000000005,88.2353
2013-08-28 0:13:10.5,88.2353
2013-08-28 0:13:11.17999999999995,88.2353
2013-08-28 0:13:11.860000000000014,89.5522
2013-08-28 0:13:12.529999999999973,89.5522
2013-08-28 0:13:15.210000000000036,89.5522
2013-08-28 0:13:15.879999999999995,88.2353
2013-08-28 0:13:16.559999999999945,88.2353
2013-08-28 0:13:17.240000000000009,90.9091
2013-08-28 0:13:17.899999999999977,88.2353
2013-08-28 0:13:18.580000000000041,88.2353
2013-08-28 0:13:19.259999999999991,89.5522
2013-08-28 0:13:19.92999999999995,92.3077
2013-08-28 0:13:20.580000000000041,86.9565
2013-08-28 0:13:21.269999999999982,89.5522
2013-08-28 0:13:21.940000000000055,89.5522
2013-08-28 0:13:22.610000000000014,90.9091
2013-08-28 0:13:23.269999999999982,89.5522
2013-08-28 0:13:23.940000000000055,88.2353
2013-08-28 0:13:24.620000000000005,86.9565
2013-08-28 0:13:25.309999999999945,85.7143
2013-08-28 0:13:26.009999999999991,85.7143
2013-08-28 0:13:26.710000000000036,84.507
2013-08-28 0:13:27.419999999999959,84.507
2013-08-28 0:13:28.129999999999995,84.507
2013-08-28 0:13:28.840000000000032,84.507
2013-08-28 0:13:29.549999999999955,85.7143
2013-08-28 0:13:30.25,84.507
2013-08-28 0:13:30.960000000000036,85.7143
2013-08-28 0:13:31.659999999999968,86.9565
2013-08-28 0:13:32.350000000000023,88.2353
2013-08-28 0:13:34.370000000000005,90.9091
2013-08-28 0:13:38.960000000000036,92.3077
2013-08-28 0:13:39.610000000000014,90.9091
2013-08-28 0:13:42.240000000000009,88.2353
2013-08-28 0:13:42.919999999999959,88.2353
2013-08-28 0:13:43.600000000000023,89.5522
2013-08-28 0:13:44.269999999999982,89.5522
2013-08-28 0:13:44.940000000000055,90.9091
2013-08-28 0:13:50.350000000000023,86.9565
2013-08-28 0:13:51.039999999999964,85.7143
2013-08-28 0:13:51.740000000000009,85.7143
2013-08-28 0:13:52.440000000000055,83.3333
2013-08-28 0:13:53.159999999999968,85.7143
2013-08-28 0:13:53.860000000000014,82.1918
2013-08-28 0:13:54.590000000000032,83.3333
2013-08-28 0:13:55.309999999999945,82.1918
2013-08-28 0:13:56.039999999999964,83.3333
2013-08-28 0:13:56.759999999999991,82.1918
2013-08-28 0:13:57.490000000000009,81.0811
2013-08-28 0:13:58.230000000000018,82.1918
2013-08-28 0:13:58.960000000000036,81.0811
2013-08-28 0:13:59.700000000000045,83.3333
2013-08-28 0:14:0.41999999999995907,82.1918
2013-08-28 0:14:1.1499999999999773,81.0811
2013-08-28 0:14:1.8899999999999864,81.0811
2013-08-28 0:14:2.6299999999999955,81.0811
2013-08-28 0:14:3.3700000000000045,81.0811
2013-08-28 0:14:4.1100000000000136,81.0811
2013-08-28 0:14:4.8500000000000227,80
2013-08-28 0:14:5.6000000000000227,80
2013-08-28 0:14:6.3500000000000227,80
2013-08-28 0:14:7.1000000000000227,77.9221
2013-08-28 0:14:7.8700000000000045,77.9221
2013-08-28 0:14:8.6399999999999864,77.9221
2013-08-28 0:14:9.4099999999999682,75.9494
2013-08-28 0:14:10.200000000000045,76.9231
2013-08-28 0:14:10.980000000000018,78.9474
2013-08-28 0:14:11.740000000000009,80
2013-08-28 0:14:14.720000000000027,83.3333
2013-08-28 0:14:16.210000000000036,81.0811
2013-08-28 0:14:16.950000000000045,81.0811
2013-08-28 0:14:17.690000000000055,80
2013-08-28 0:14:18.440000000000055,80
2013-08-28 0:14:19.190000000000055,80
2013-08-28 0:14:19.940000000000055,80
2013-08-28 0:14:20.690000000000055,80
2013-08-28 0:14:21.440000000000055,81.0811
2013-08-28 0:14:22.17999999999995,82.1918
2013-08-28 0:14:22.909999999999968,82.1918
2013-08-28 0:14:23.639999999999986,84.507
2013-08-28 0:14:24.350000000000023,86.9565
2013-08-28 0:14:25.039999999999964,85.7143
2013-08-28 0:14:25.740000000000009,86.9565
2013-08-28 0:14:26.42999999999995,95.2381
2013-08-28 0:14:27.799999999999955,88.2353
